count	class	samples
7	sm:text-sm	<span.text-xs.sm:text-sm.font-medium.hidden.sm:inline> "From A-Z" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "From A-Z" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "From Z-A" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "Newest First"
6	bg-neutral-50	<div.px-6.py-4.border-t.border-neutral-200.dark:border-neutral-700.bg-neutral-50.dark:bg-neutral-800/50> "CancelApply Filters" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards"
6	font-archivo	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards"
6	gap-4	<div.flex.flex-col.md:flex-row.md:items-center.md:justify-between.gap-4> "Smartphones11 ProductsFiltersFrom A-ZSort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstEx" | <div.flex.items-center.gap-4> "Smartphones11 Products" | <ul.grid.grid-flow-row.gap-4.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.xl:grid-cols-5> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0)Sta" | <div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
6	hover:opacity-90	<a.flex.w-full.cursor-pointer.items-center.justify-center.gap-2.px-4.py-2.5> "Add to Cart" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
6	inline-flex	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
6	line-through	<p.text-sm.text-neutral-400.dark:text-neutral-500.line-through> "$899.00" | <p.text-sm.text-neutral-400.dark:text-neutral-500.line-through> "$510.00" | <p.text-sm.text-neutral-400.dark:text-neutral-500.line-through> "$1,550.00" | <p.text-sm.text-neutral-400.dark:text-neutral-500.line-through> "$950.00"
6	sm:py-3	<button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "From A-Z" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "From Z-A" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "Newest First" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "Oldest First"
6	top-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
5	border-t	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount" | <div.border-t.border-neutral-100.dark:border-neutral-800> | <div.px-6.py-4.border-t.border-neutral-200.dark:border-neutral-700.bg-neutral-50.dark:bg-neutral-800/50> "CancelApply Filters" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
5	dark:bg-neutral-800/50	<div.px-6.py-4.border-t.border-neutral-200.dark:border-neutral-700.bg-neutral-50.dark:bg-neutral-800/50> "CancelApply Filters" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards"
5	dark:bg-neutral-950	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <main.bg-white.dark:bg-neutral-950> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <main.bg-white.dark:bg-neutral-950> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "HomeSmartphonesDiscover our wide range of furniture designed to bring comfort, style, and functional"
5	ease-out	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
5	flex-1	<div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here" | <div.flex-1.overflow-y-auto.px-6.py-6> "COLORSIZESMLXLBRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofiqueIn Stock" | <button.flex-1.px-4.cursor-pointer.py-3.border.border-neutral-200.dark:border-neutral-700.rounded-xl> "Cancel" | <button.flex-1.px-4.py-3.bg-neutral-900.dark:bg-white.text-white.dark:text-neutral-900.rounded-xl> "Apply Filters"
5	hidden	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances" | <div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <span.text-xs.sm:text-sm.font-medium.hidden.sm:inline> "From A-Z"
5	hover:bg-neutral-50	<button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "From Z-A" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "Newest First" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "Oldest First" | <button.w-full.flex.items-center.justify-between.px-3.sm:px-4.py-2.5.sm:py-3> "Cheapest First"
5	inset-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.inset-0.bg-neutral-200.dark:bg-neutral-800> | <div.absolute.inset-0.bg-gradient-to-t.from-black/60.to-transparent>
5	lg:px-4	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
5	mb-3	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <button.flex.items-center.justify-between.w-full.mb-3.cursor-pointer> "COLOR" | <button.flex.items-center.justify-between.w-full.mb-3.cursor-pointer> "SIZE" | <button.flex.items-center.justify-between.w-full.mb-3.cursor-pointer> "BRAND"
5	overflow-y-auto	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here" | <div.flex-1.overflow-y-auto.px-6.py-6> "COLORSIZESMLXLBRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofiqueIn Stock" | <div.max-h-48.overflow-y-auto.space-y-2> "SMLXL"
5	py-3	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-3.mt-5> "HomeSmartphones" | <button.flex-1.px-4.cursor-pointer.py-3.border.border-neutral-200.dark:border-neutral-700.rounded-xl> "Cancel" | <button.flex-1.px-4.py-3.bg-neutral-900.dark:bg-white.text-white.dark:text-neutral-900.rounded-xl> "Apply Filters"
5	right-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.absolute.right-0.mt-2.w-48.sm:w-56.bg-white.dark:bg-neutral-800.rounded-2xl> "Sort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstExpensive First"
4	dark:fill-neutral-900	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	dark:stroke-neutral-300	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	focus:outline-none	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <input.w-full.px-3.py-2.text-sm.border.border-neutral-200.dark:border-neutral-700.rounded-lg> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
4	focus:ring-2	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4> | <input.w-full.px-3.py-2.text-sm.border.border-neutral-200.dark:border-neutral-700.rounded-lg> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
4	gap-2.5	<div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Dedicated 24/7 support via chat and email"
4	grid	<ul.grid.grid-flow-row.gap-4.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.xl:grid-cols-5> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0)Sta" | <div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
4	max-w-[180px]	<p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Dedicated 24/7 support via chat and email"
4	p-2	<button.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10> | <button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.relative.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10> | <button.p-2.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
4	pb-6	<div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "COLOR" | <div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "SIZESMLXL" | <div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "BRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofique" | <div.border-b.border-neutral-100.dark:border-neutral-800.pb-6> "In Stock Only"
4	pointer-events-none	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.right-0.mt-2.w-48.sm:w-56.bg-white.dark:bg-neutral-800.rounded-2xl> "Sort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstExpensive First" | <div.fixed.inset-0.bg-black/50.z-[65].transition-opacity.duration-300.ease-in-out.cursor-pointer>
4	stroke-neutral-900	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	uppercase	<p.px-3.sm:px-4.py-2.text-xs.font-semibold.text-neutral-400.uppercase.tracking-wider> "Sort By" | <h3.text-sm.font-semibold.text-neutral-900.dark:text-white.uppercase.tracking-wide> "COLOR" | <h3.text-sm.font-semibold.text-neutral-900.dark:text-white.uppercase.tracking-wide> "SIZE" | <h3.text-sm.font-semibold.text-neutral-900.dark:text-white.uppercase.tracking-wide> "BRAND"
4	z-50	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.absolute.right-0.mt-2.w-48.sm:w-56.bg-white.dark:bg-neutral-800.rounded-2xl> "Sort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstExpensive First"
3	backdrop-blur-sm	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
3	bg-neutral-100	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	dark:hover:bg-neutral-800	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors> | <button.p-2.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
3	dark:hover:text-neutral-900	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	hover:bg-neutral-300	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	last:border-0	<div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "COLOR" | <div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "SIZESMLXL" | <div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "BRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofique"
3	lg:h-11	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	lg:w-11	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	mb-4	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4> | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.mb-4> "Discover our wide range of furniture designed to bring comfort, style, and functionality to every co" | <div.mb-4>
3	mb-6	<div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "COLOR" | <div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "SIZESMLXL" | <div.mb-6.border-b.border-neutral-100.dark:border-neutral-800.pb-6.last:border-0> "BRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofique"
3	outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <div.max-w-[550px].relative.w-full.mx-auto.xl:min-w-[516px].outline-none.hover:outline-none> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
3	placeholder:text-neutral-400	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
3	py-6	<div.flex.items-center.justify-between.px-6.py-6> "Shopping Cart" | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6> "Smartphones11 ProductsFiltersFrom A-ZSort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstEx" | <div.flex-1.overflow-y-auto.px-6.py-6> "COLORSIZESMLXLBRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofiqueIn Stock"
3	rotate-180	<svg.w-4.h-4.text-neutral-500.transition-transform.duration-200.rotate-180>
3	rounded-md	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	shadow-2xl	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.fixed.top-0.right-0.h-full.w-full.max-w-md.bg-white.dark:bg-neutral-900> "FiltersCOLORSIZESMLXLBRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofiqueI"
3	space-y-3	<div.space-y-3> | <div.space-y-3> "SMLXL" | <div.space-y-3> "ZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofique"
3	translate-x-full	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.fixed.top-0.right-0.h-full.w-full.max-w-md.bg-white.dark:bg-neutral-900> "FiltersCOLORSIZESMLXLBRANDZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofiqueI"
2	bg-black/40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-emerald-500	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500> | <div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
2	bottom-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount" | <div.absolute.bottom-0.right-1.top-0.flex.w-9.items-center.justify-center>
2	dark:fill-white	<svg.fill-black/[62].dark:fill-white>
2	dark:hover:border-neutral-600	<button.flex.items-center.gap-2.px-4.py-2.5.rounded-full.border.transition-all> "Filters" | <button.flex.items-center.gap-2.px-3.sm:px-4.py-2.sm:py-2.5.rounded-full> "From A-Z"
2	dark:text-neutral-600	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	fill-black/[62]	<svg.fill-black/[62].dark:fill-white>
2	fill-transparent	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	gap-x-2	<div.flex.items-center.gap-x-2> "Logoipsum"
2	grid-cols-2	<ul.grid.grid-flow-row.gap-4.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.xl:grid-cols-5> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0)Sta" | <div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
2	h-16	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount" | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	h-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	hover:border-neutral-300	<button.flex.items-center.gap-2.px-4.py-2.5.rounded-full.border.transition-all> "Filters" | <button.flex.items-center.gap-2.px-3.sm:px-4.py-2.sm:py-2.5.rounded-full> "From A-Z"
2	lg:flex	<div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	lg:min-w-[160px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	max-h-48	<div.max-h-48.overflow-y-auto.space-y-2> "SMLXL" | <div.max-h-48.overflow-y-auto.space-y-2> "ZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofique"
2	max-w-[420px]	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	md:flex-row	<div.flex.flex-col.md:flex-row.md:items-center.md:justify-between.gap-4> "Smartphones11 ProductsFiltersFrom A-ZSort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstEx" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
2	md:gap-6	<ul.grid.grid-flow-row.gap-4.grid.grid-cols-2.md:grid-cols-3.lg:grid-cols-4.xl:grid-cols-5> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0)Sta" | <div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
2	md:py-3	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	p-1	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	py-12	<div.py-12.text-center> "Start typing to search products" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	space-y-2	<div.max-h-48.overflow-y-auto.space-y-2> "SMLXL" | <div.max-h-48.overflow-y-auto.space-y-2> "ZebronicsUrban AuraCasa RoyaleHeritage LivingNikeDukePumaJBLLunavoSofique"
2	text-2xl	<h2.text-2xl.font-semibold.text-neutral-900.dark:text-white> "Shopping Cart" | <h2.text-2xl.md:text-3xl.font-bold.text-neutral-900.dark:text-white> "Smartphones"
2	text-xl	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <h2.text-xl.font-semibold.text-neutral-900.dark:text-white> "Filters"
2	w-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	w-auto	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
2	xl:min-w-[200px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	z-[60]	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	-translate-x-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	-translate-y-1/2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	-translate-y-2	<div.absolute.right-0.mt-2.w-48.sm:w-56.bg-white.dark:bg-neutral-800.rounded-2xl> "Sort ByFrom A-ZFrom Z-ANewest FirstOldest FirstCheapest FirstExpensive First"
1	!min-h-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-h-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	antialiased	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
